Roll No.,Name,Electronics,Programming,Database,Data Science,Mathematics,DSA
3372,Kostas,54,80,67,37,28,89
3373,Joselyn,37,39,92,52,36,67
3374,Zacharias,53,59,45,54,85,43
3375,Natalia,97,33,48,69,81,46
3376,Carmel,80,84,63,60,84,34
3377,Michel,33,72,98,51,73,34
3378,August,75,41,76,88,45,29
3379,Tyler,58,94,43,63,36,92
3380,Thatcher,93,48,47,79,29,32
3381,Robin,45,77,92,74,43,76
3382,Devinne,49,44,71,76,76,80
3383,Quiggly,89,33,31,30,94,71
3384,Ruby,65,96,63,76,60,84
3385,Katuscha,46,55,47,80,74,92
3386,Elyn,35,31,31,37,89,37
3387,Neddy,42,55,79,40,98,76
3388,Marshall,91,46,60,46,38,62
3389,Edie,50,100,64,81,59,75
3390,Cordie,53,51,75,66,54,88
3391,Friedric,58,66,61,75,56,71
3392,Sherlocke,77,27,38,95,92,57
3393,Marlee,75,65,28,67,94,44
3394,Gwenny,77,86,36,95,41,93
3395,Amalee,54,62,99,85,42,65
3396,Sasha,87,48,93,53,84,94
3397,Mayda,43,78,56,58,76,88
3398,Brad,47,49,31,29,61,53
3399,Cabrina,68,73,79,61,44,96
3400,Rosaline,30,91,90,89,68,99
3401,Baldwin,49,88,92,42,72,54
3402,Leticia,54,28,31,47,91,80
3403,Shelley,30,82,50,42,74,30
3404,Zonnya,27,37,66,88,63,46
3405,Ham,67,81,85,96,95,68
3406,Jessey,85,45,87,37,37,71
3407,Tomi,51,51,32,35,72,99
3408,Kaleena,40,37,50,51,73,68
3409,Claudio,59,75,50,31,65,80
3410,Grove,48,35,89,46,68,35
3411,Josephine,64,38,34,35,78,100
3412,Sibylla,69,76,35,67,77,40
3413,Celestyna,99,34,52,66,28,51
3414,Hari,70,89,78,93,87,85
3415,Katie,81,94,83,52,64,64
3416,Morgan,69,35,60,86,36,86
3417,Aurlie,87,32,60,40,68,51
3418,Kelsi,46,38,93,65,66,45
3419,Merrielle,43,94,83,49,95,61
3420,Dan,27,99,36,55,38,39
3421,Sterling,59,69,41,83,39,53
3422,Faythe,99,55,78,81,31,76
3423,Dove,54,86,95,53,70,50
3424,Zack,44,94,68,89,55,50
3425,Dee,46,36,98,38,45,39
3426,Emilio,37,73,79,59,30,90
3427,Neila,27,82,97,47,27,49
3428,Art,31,64,60,52,32,64
3429,Anabel,45,74,54,79,80,99
3430,Merilee,42,90,48,78,66,64
3431,Marv,81,52,29,100,75,92
3432,Geoffrey,55,40,32,38,39,64
3433,Celie,51,96,72,97,79,92
3434,Andree,57,66,43,92,65,63
3435,Dimitri,78,80,91,45,66,86
3436,Carter,70,97,69,54,94,55
3437,Orbadiah,40,68,72,65,36,46
3438,Oprah,72,31,90,65,51,69
3439,Anitra,87,34,93,75,35,40
3440,Sigrid,92,30,73,73,36,46
3441,Marna,99,49,83,90,76,48
3442,Bradford,50,93,93,60,93,54
3443,Charleton,57,94,85,92,100,35
3444,Hamid,40,88,34,45,55,79
3445,Jeanette,45,92,66,86,68,28
3446,Honoria,97,35,34,55,58,61
3447,Herby,85,41,43,35,37,49
3448,Tamiko,33,100,33,55,67,28
3449,Doroteya,53,82,68,36,49,54
3450,Thorny,52,54,76,70,47,54
3451,Nikki,68,90,71,73,60,87
3452,Elnora,41,71,93,33,53,46
3453,Moses,93,79,71,54,72,69
3454,Arlina,66,36,88,75,95,48
3455,Lavena,54,82,82,40,73,59
3456,Joela,60,29,41,39,58,38
3457,Izabel,88,38,29,35,100,66
3458,Pen,91,63,85,27,56,55
3459,Ruby,44,89,73,30,52,41
3460,Joel,34,76,76,96,32,52
3461,Yvonne,81,53,61,73,46,33
3462,Leila,29,49,35,59,69,96
3463,Luciana,57,52,95,55,85,90
3464,Lorelei,57,96,92,53,88,97
3465,Elizabeth,75,31,44,83,63,52
3466,Tori,74,100,88,76,93,30
3467,Mindy,88,43,81,84,75,53
3468,Wilhelmine,46,97,76,84,49,55
3469,Desirae,71,91,96,67,86,37
3470,Juliet,52,86,72,57,36,78
3471,Cynthia,79,38,77,65,45,61
3472,Franky,70,67,40,44,66,89
3473,Bart,74,85,72,88,38,35
3474,Ingmar,82,57,76,72,79,37
3475,Kerry,52,64,86,63,92,54
3476,Emmanuel,45,27,38,84,73,49
3477,Mareah,89,91,60,87,39,72
3478,Ardene,39,40,92,68,44,34
3479,Alisun,82,61,34,43,40,33
3480,Zak,42,39,70,42,54,33
3481,Pooh,95,72,91,69,68,56
3482,Nonie,69,60,80,94,51,29
3483,Zilvia,88,66,78,34,75,89
3484,Kirby,86,93,37,40,62,55
3485,Connie,30,40,33,92,84,92
3486,Melisande,34,78,39,54,35,45
3487,Nona,81,49,92,61,48,57
3488,Luce,49,82,32,30,69,90
3489,Cherilyn,34,55,64,82,98,92
3490,Nyssa,99,88,51,83,77,47
3491,Zak,89,52,87,28,59,84
3492,Marilyn,85,34,32,75,63,36
3493,Christof,56,69,85,85,62,78
3494,Marisa,57,33,77,85,92,62
3495,Dorri,38,92,73,28,54,61
3496,Charleton,46,35,98,67,87,71
3497,Natala,93,90,91,67,64,53
3498,Eada,35,83,83,58,96,87
3499,Munroe,89,50,63,58,44,49
3500,Raymundo,95,82,45,91,36,97
3501,Urbanus,35,33,92,48,54,73
3502,Karyn,78,44,86,82,85,94
3503,Zara,34,46,74,78,37,87
3504,Nevile,40,46,54,59,37,48
3505,Tierney,78,91,32,28,95,85
3506,Dorthy,76,70,95,86,71,64
3507,Simonette,89,73,86,62,46,97
3508,Audre,81,83,29,27,57,40
3509,Jacintha,100,37,99,47,29,47
3510,Bartolemo,77,78,41,27,80,65
3511,Gordie,31,86,61,80,32,30
3512,Lily,78,62,92,31,53,51
3513,Kaycee,89,33,43,85,94,86
3514,Laurens,98,53,32,60,53,49
3515,Lydie,74,79,75,67,73,34
3516,Elaina,35,78,48,91,31,84
3517,Carilyn,40,93,35,100,48,72
3518,Marline,63,27,47,96,38,91
3519,Orion,75,77,52,76,40,84
3520,Valene,75,28,97,38,76,61
3521,Dayna,63,34,63,92,34,49
3522,Phebe,33,64,40,80,30,66
3523,Julian,79,50,43,67,63,91
3524,Janessa,66,68,53,79,53,86
3525,David,37,76,83,52,68,86
3526,Petronella,56,93,74,88,42,54
3527,Marigold,78,92,89,58,86,67
3528,Fayth,44,28,90,73,33,91
3529,Herbie,99,70,68,73,98,73
3530,Mandy,40,74,89,42,65,39
3531,Gwendolin,85,75,96,79,83,57
3532,Bucky,37,42,93,89,64,35
3533,Dot,86,53,38,73,30,93
3534,Ladonna,100,97,80,87,38,56
3535,Linda,76,65,31,31,97,88
3536,Leonore,76,89,43,27,34,65
3537,Karlotte,82,57,60,71,98,59
3538,Claudina,61,47,65,56,100,92
3539,Suellen,76,61,46,82,56,77
3540,Anabelle,55,93,36,70,27,75
3541,Flo,35,46,54,34,86,92
3542,Remy,29,79,39,40,56,35
3543,Alanah,73,96,81,43,40,40
3544,Kelvin,91,79,97,31,48,50
3545,Claudette,47,76,74,65,55,84
3546,Lyda,43,76,91,71,47,30
3547,Waylon,75,71,35,59,40,84
3548,Rabbi,80,35,82,91,85,98
3549,Jessy,92,58,92,66,68,67
3550,Florice,96,38,73,76,48,29
3551,Gavra,98,73,33,50,66,41
3552,Annissa,37,95,56,70,68,66
3553,Erick,49,56,55,52,61,100
3554,Carlie,80,56,74,35,67,78
3555,Shayne,44,73,60,96,61,47
3556,Tandie,37,41,89,71,81,27
3557,Nelly,75,46,63,81,54,61
3558,Baily,49,50,41,88,36,83
3559,Angus,80,79,94,63,74,28
3560,Jen,28,98,42,68,91,100
3561,Lester,50,76,79,91,40,55
3562,Kelli,100,93,69,41,52,32
3563,Corie,68,35,36,81,93,80
3564,Ahmad,63,41,84,90,80,79
3565,Malina,40,99,52,33,58,54
3566,Alma,97,57,71,94,70,30
3567,Clarine,28,92,54,91,42,51
3568,Daryn,27,45,33,73,93,47
3569,Erinna,39,43,80,75,36,61
3570,Ronnica,48,80,82,44,48,55
3571,Malinda,46,62,85,69,57,94
3572,Doug,85,75,86,64,51,66
3573,Calhoun,78,44,90,64,81,96
3574,Nikos,90,72,96,85,38,66
3575,Lynnell,67,36,63,40,93,98
3576,Phebe,40,27,66,53,51,63
3577,Phil,90,68,91,77,92,62
3578,Savina,78,99,95,65,94,40
3579,Raimund,28,74,63,96,81,84
3580,Tessi,78,36,96,70,66,82
3581,Sammie,60,94,27,77,73,56
3582,Zacherie,100,85,83,40,86,61
3583,Partha,98,54,86,72,89,70
3584,Willard,62,69,99,86,47,87
3585,Jacintha,38,40,66,50,64,85
3586,Nanny,95,35,60,52,91,86
3587,Laurena,41,73,85,61,51,35
3588,Guenna,97,91,72,50,48,41
3589,Retha,76,66,34,62,69,73
3590,Latisha,68,94,97,30,35,40
3591,Neely,41,42,33,93,96,99
3592,Gianina,96,79,74,86,82,77
3593,Cornelia,78,62,82,80,81,48
3594,Dominique,61,76,54,57,80,55
3595,Cammie,34,99,67,100,60,31
3596,Arleyne,67,40,85,39,55,72
3597,Selina,64,76,73,82,74,74
3598,Ajai,56,51,78,49,65,57
3599,Dickey,70,83,37,80,57,73
3600,Vinni,36,41,87,77,33,90
3601,Yalonda,48,70,47,81,94,80
3602,Anica,93,88,98,88,77,71
3603,Manda,99,38,46,90,40,57
3604,Marty,100,74,50,41,78,30
3605,Aubree,43,92,89,52,75,87
3606,Forrester,57,90,35,73,57,43
3607,Danie,94,66,88,49,69,77
3608,Claudette,80,99,88,29,72,31
3609,Angelina,90,27,34,75,41,96
3610,Hamlin,93,34,37,44,28,49
3611,Riki,54,49,93,76,68,92
3612,Rheba,50,28,29,72,75,49
3613,Benoite,91,42,43,78,63,38
3614,Georgie,99,80,72,88,60,83
3615,Shira,96,34,52,75,57,33
3616,Aile,56,93,39,79,100,97
3617,Danny,27,49,27,42,29,41
3618,Ashish,29,76,58,83,28,71
3619,Reynard,54,30,60,37,50,36
3620,Archon,56,55,72,37,58,28
3621,Ramonda,56,56,33,63,75,57
3622,Hubert,69,91,97,36,52,93
3623,Ioana,38,34,80,30,77,94
3624,Jermaine,76,28,67,28,61,30
3625,Robinia,47,88,73,31,50,27
3626,Lizbeth,58,28,71,77,99,99
3627,Madelle,37,100,100,54,69,45
3628,Costa,44,93,44,62,84,91
3629,Otis,36,62,62,32,57,80
3630,Istvan,95,42,35,39,86,27
3631,Rhianon,98,64,83,28,38,90
3632,Traci,61,88,31,62,99,99
3633,Charmian,91,68,60,53,32,82
3634,Ethelyn,72,97,56,57,84,77
3635,Donn,66,95,74,57,69,50
3636,Barrie,56,27,71,82,27,55
3637,Scarface,60,70,29,65,97,76
3638,Kevin,71,40,84,46,69,30
3639,Halli,77,86,99,97,72,87
3640,Hakim,95,63,54,81,62,75
3641,Torrin,52,98,54,43,100,44
3642,Emlynne,41,99,80,73,91,74
3643,Tatiana,89,29,92,30,30,79
3644,Randene,80,100,51,63,96,63
3645,Paco,85,71,90,56,79,98
3646,Waylan,66,94,91,63,80,85
3647,Leroy,54,55,42,98,39,92
3648,Carlin,37,33,59,39,83,57
3649,Elicia,69,98,68,33,42,57
3650,Rayner,35,33,79,27,99,52
3651,Eric,58,73,59,80,76,81
3652,Johnnie,78,71,70,65,96,69
3653,Stu,92,70,99,85,37,29
3654,Yves,77,78,63,90,30,57
3655,Stephan,75,80,81,61,80,100
3656,Ruby,44,66,82,85,73,58
3657,Quincy,54,46,94,97,36,47
3658,Marietta,80,80,78,93,41,35
3659,Duffie,47,63,77,62,32,38
3660,Alexandrina,77,90,50,70,63,48
3661,Jaclin,75,89,32,40,50,80
3662,Ede,48,33,32,37,87,71
3663,Kylen,82,75,51,79,75,56
3664,Marietta,67,87,83,94,63,44
3665,Javier,61,60,27,36,81,86
3666,Anni,27,90,96,82,43,86
3667,Quintina,57,55,62,98,30,59
3668,Cassy,95,49,34,97,85,78
3669,Elfrieda,32,38,46,49,27,49
3670,Cathie,74,43,87,51,52,81
3671,Jenelle,61,95,62,50,32,35
3672,Maury,96,42,49,68,97,90
3673,Gerrilee,40,63,76,50,41,42
3674,Purcell,81,61,70,49,47,91
3675,Dave,29,67,60,30,73,41
3676,Emmet,68,61,73,80,29,33
3677,Mickie,36,46,73,81,97,33
3678,Fey,28,49,47,95,48,74
3679,Kaleena,79,60,60,54,46,84
3680,Crawford,49,68,56,55,28,63
3681,Spiros,47,28,35,97,69,45
3682,Imogen,99,55,52,35,60,35
3683,Foster,54,41,63,90,44,75
3684,Fanny,42,70,94,42,97,53
3685,Cyndi,66,100,51,86,49,40
3686,Marris,89,47,54,35,45,68
3687,Fayette,99,88,78,55,27,42
3688,Sharity,29,80,27,94,78,30
3689,Al,42,53,51,93,47,91
3690,Tannie,88,53,43,88,27,44
3691,Theodora,82,60,58,93,31,35
3692,Lenore,85,77,35,74,30,44
3693,Jaquenetta,87,98,82,94,79,45
3694,Tabbi,96,80,35,61,95,31
3695,Fleurette,36,72,29,74,46,95
3696,Sherwin,43,82,67,73,74,67
3697,Kaitlyn,66,37,95,52,29,38
3698,Griffin,48,65,66,69,44,67
3699,Germaine,93,68,83,47,31,38
3700,Haywood,89,42,37,44,84,55
3701,Woochang,30,79,32,58,33,30
3702,Darrel,91,73,93,84,29,88
3703,Shina,29,30,99,73,85,61
3704,Francesca,82,45,95,48,99,93
3705,Albatros,77,84,30,42,53,57
3706,Allen,91,90,38,75,91,77
3707,Clare,45,47,52,100,87,92
3708,Colleen,56,48,45,71,65,76
3709,Reid,65,81,58,78,80,57
3710,Margalit,77,82,45,41,89,43
3711,Cally,89,57,68,27,41,97
3712,Mickey,52,92,98,98,39,58
3713,Yuri,88,88,40,39,45,50
3714,Simone,98,42,66,69,55,68
3715,Leland,94,58,57,50,37,35
3716,Elroy,56,78,72,52,52,63
3717,Rosita,42,34,100,68,39,81
3718,Marsha,64,96,71,49,78,59
3719,Hadria,66,72,39,62,82,47
3720,Shirley,58,51,59,42,49,32
3721,Angy,39,96,39,77,65,63
3722,Jordy,34,55,64,96,37,62
3723,Beck,82,27,81,28,58,86
3724,Teddi,84,92,78,82,92,97
3725,Carma,32,65,42,52,92,56
3726,Lind,80,39,67,78,53,60
3727,Elise,72,68,36,36,67,82
3728,Fan,92,47,51,74,42,82
3729,Odetta,43,48,43,91,91,89
3730,Napoleon,63,44,99,56,64,86
3731,Goddart,46,93,93,57,86,99
3732,Gertrudis,63,88,96,92,57,52
3733,Mitchell,79,77,94,30,86,64
3734,Casey,80,31,47,83,39,83
3735,Jerrine,95,31,37,92,37,78
3736,Ofilia,65,52,72,36,88,38
3737,Lenette,53,97,89,69,34,94
3738,Mathias,83,37,92,63,27,96
3739,Rex,46,46,76,80,74,70
3740,Aimil,54,66,36,45,86,36
3741,Michail,54,38,79,80,87,90
3742,Jan,93,97,35,62,100,49
3743,Lory,97,94,93,88,31,73
3744,Pammie,36,77,47,42,90,93
3745,Carina,59,43,62,39,35,42
3746,Ula,92,71,54,54,91,96
3747,Kim,61,43,97,97,66,54
3748,Codi,62,54,46,54,61,98
3749,Jacquette,65,61,43,82,75,28
3750,Dottie,71,100,61,27,36,43
3751,Bettina,78,37,92,87,83,34
3752,Gillian,93,62,28,66,72,54
3753,Orella,91,100,53,96,43,28
3754,Kaila,50,29,47,92,86,71
3755,Barrie,32,39,58,91,82,47
3756,Harlene,45,91,77,63,63,100
3757,Bertie,96,58,37,79,70,100
3758,Ruthie,39,88,80,42,76,55
3759,Luna,66,35,95,74,54,96
3760,Xerxes,84,40,41,65,62,69
3761,Evelyn,98,53,73,44,58,55
3762,Ailina,27,96,86,50,50,50
3763,Anissa,42,27,84,47,56,96
3764,Klaus,61,100,61,69,58,88
3765,Dix,87,67,74,80,61,91
3766,Morton,42,57,85,100,69,62
3767,Edward,33,55,29,87,57,86
3768,Deeanne,79,87,93,93,61,95
3769,Fina,44,88,90,74,43,60
3770,Indira,50,36,73,58,60,66
3771,Nadya,47,58,42,28,54,97
3772,Ralph,79,39,42,56,77,90
3773,Zena,44,31,42,78,46,100
3774,Peggy,68,64,93,46,32,52
3775,Nigel,54,93,57,49,57,48
3776,Murdock,41,57,54,52,96,97
3777,Robert,28,86,91,90,78,100
3778,Corene,76,61,65,37,99,58
3779,Korry,34,60,88,44,91,51
3780,Juline,29,82,77,31,42,94
3781,Wynnie,68,59,95,51,100,64
3782,Joselyn,86,72,73,41,78,90
3783,Vania,48,90,75,59,47,83
3784,Shamit,43,77,98,42,50,72
3785,Joachim,56,69,100,93,61,37
3786,Shelli,84,37,73,93,86,36
3787,Montague,98,65,52,73,95,53
3788,Christ,65,71,34,66,30,63
3789,Valina,60,37,95,81,63,63
3790,Bethanne,96,41,96,29,82,49
3791,Elga,88,57,45,75,27,41
3792,Catrina,71,89,97,61,72,72
3793,Donald,64,85,30,48,30,64
3794,Alvina,66,59,47,68,85,38
3795,Aeriell,83,97,48,72,46,89
3796,Marcus,31,98,74,91,97,48
3797,Gwenni,69,91,90,41,46,57
3798,Emmett,61,62,75,83,44,57
3799,Rosette,29,63,79,36,84,51
3800,Faith,77,52,76,34,88,74
3801,Clotilda,96,94,69,75,99,50
3802,Arabelle,84,45,48,95,61,45
3803,Madlin,79,34,53,28,28,94
3804,Nathanil,66,60,45,35,43,74
3805,Annalise,35,31,41,36,67,50
3806,Lamb,44,56,46,62,53,87
3807,Nisse,67,50,66,80,51,28
3808,Salem,90,58,35,69,65,73
3809,Stacie,68,67,66,43,75,86
3810,Murdoch,54,96,61,41,42,84
3811,Vite,68,53,46,85,86,73
3812,Roda,49,66,28,54,34,70
3813,Ermengarde,73,59,77,43,68,70
3814,Clinten,61,59,85,99,70,69
3815,Theada,94,77,43,93,76,30
3816,Elvina,62,43,47,39,98,81
3817,Tomiko,35,62,42,83,49,38
3818,Olivette,70,99,35,49,54,95
3819,Catherine,48,43,80,38,37,82
3820,Rikki,58,78,92,48,49,57
3821,Klarrisa,89,53,86,52,47,42
3822,Valerye,41,97,42,48,59,60
3823,Kaye,55,86,48,33,73,66
3824,Butch,61,28,74,97,99,58
3825,Liora,66,78,91,95,54,74
3826,Jacynth,56,95,93,73,75,88
3827,Cindelyn,34,97,72,59,36,96
3828,Charita,98,40,71,48,74,40
3829,Dedra,50,96,39,92,49,92
3830,Florina,75,93,99,77,88,49
3831,Kacie,54,88,55,95,46,96
3832,Aila,43,70,32,63,64,57
3833,Wilber,100,67,91,94,98,38
3834,Dorree,81,28,79,98,94,52
3835,Brenn,96,69,49,35,40,84
3836,Giancarlo,75,88,48,40,78,68
3837,Dinnie,83,36,42,44,93,81
3838,Ethyl,72,35,28,59,53,68
3839,Rolph,55,51,57,68,90,84
3840,Ailey,59,84,88,44,49,45
3841,Fiann,48,82,80,27,77,30
3842,Prasad,68,89,34,77,99,72
3843,Romona,79,95,88,72,81,94
3844,Parnell,64,63,55,35,34,81
3845,Carina,51,58,58,37,42,39
3846,Elke,88,50,92,32,52,57
3847,Myke,28,52,48,36,73,44
3848,Luna,87,99,51,99,70,83
3849,Vachel,98,77,59,67,100,47
3850,Glen,33,43,43,74,27,44
3851,Hurley,41,91,91,40,36,59
3852,Arielle,32,86,43,41,65,55
3853,Maxie,53,85,42,89,42,65
3854,Erinn,83,95,83,28,87,77
3855,Cyrill,87,68,37,61,35,37
3856,Vivyan,84,37,74,50,94,54
3857,Roz,98,55,40,91,27,46
3858,Yolanthe,46,27,27,93,35,87
3859,Ray,31,94,41,87,29,30
3860,Cob,60,98,96,81,87,89
3861,Pepita,61,80,83,61,36,66
3862,Richy,71,38,91,41,83,99
3863,Ronnica,91,97,99,79,41,33
3864,Ophelie,89,90,46,80,77,30
3865,Corina,65,96,37,55,88,54
3866,Brittany,84,29,99,37,55,65
3867,Claire,95,52,94,46,39,39
3868,Teddie,93,89,98,31,65,59
3869,Meggie,58,67,72,77,84,57
3870,Raphael,51,59,43,75,64,47
3871,Wang,74,82,80,27,67,99
3872,Ronica,79,65,78,36,27,94
3873,Nady,97,46,74,90,55,38
3874,Carlina,71,51,71,70,63,95
3875,Flossi,92,75,81,82,48,75
3876,Dorine,86,53,91,58,75,32
3877,Elmira,33,93,44,68,31,82
3878,Germaine,87,93,79,71,60,31
3879,Donni,50,88,60,93,64,42
3880,Silas,91,62,44,36,70,64
3881,Wally,40,86,39,94,87,95
3882,Von,55,39,47,36,40,43
3883,Silvan,84,98,47,47,81,97
3884,Vachel,35,80,83,69,86,62
3885,Terri-Jo,57,69,79,68,85,79
3886,Sax,50,68,85,100,76,92
3887,Mattheus,75,63,61,62,85,79
3888,Gabriellia,46,94,63,76,76,42
3889,Timmie,65,75,54,28,86,65
3890,Mariette,85,54,67,58,91,56
3891,Madlen,60,43,83,30,82,69
3892,Brunella,98,81,28,36,80,65
3893,Zorine,28,47,91,30,71,47
3894,Hailee,31,88,53,34,60,80
3895,Klarika,66,72,68,51,60,57
3896,Somerset,99,36,72,95,89,96
3897,Meredeth,48,81,54,47,30,50
3898,Katti,28,63,39,29,75,44
3899,Aditya,45,83,80,99,95,29
3900,Gaven,77,92,36,39,58,86
3901,Shaine,84,93,44,29,88,71
3902,Rollo,61,63,87,76,61,85
3903,Alis,54,33,96,76,87,84
3904,Sileas,54,85,40,33,54,58
3905,Davoud,74,70,94,82,82,95
3906,Evelyn,44,57,27,39,65,65
3907,Othella,31,69,100,77,36,95
3908,Mendel,80,70,74,34,37,69
3909,Cortese,64,74,87,93,27,98
3910,Marnia,77,36,91,60,96,78
3911,Sophie,36,73,43,99,87,82
3912,Fons,34,72,87,80,80,46
3913,Neale,59,75,84,96,42,63
3914,Tallie,73,32,30,89,84,44
3915,Waite,40,65,96,82,52,65
3916,Hephzibah,63,30,91,35,40,69
3917,Bobette,74,72,56,59,56,27
3918,Marianne,99,36,64,85,75,89
3919,Aliza,71,62,78,73,58,60
3920,Lucky,32,33,59,60,58,54
3921,Marita,52,74,55,76,91,63
3922,Yard,75,62,45,78,67,99
3923,Josie,97,77,89,74,27,52
3924,Anallese,60,58,54,44,45,58
3925,Tailor,29,64,53,61,28,74
3926,Shalna,38,62,45,46,87,71
3927,Salvatore,90,67,83,44,53,63
3928,Brandise,75,38,75,74,92,72
3929,Eve,93,71,31,27,62,33
3930,Ilise,58,60,39,59,64,37
3931,Pietra,41,71,70,95,77,27
3932,Stephanus,52,27,60,51,75,34
3933,Sibby,49,39,95,84,40,41
3934,Putnam,73,88,45,91,44,74
3935,Cornelius,38,59,40,63,44,85
3936,Timmy,91,93,86,98,72,34
3937,Cassandry,59,76,61,78,29,65
3938,Sebastian,81,81,28,86,95,59
3939,Fredra,82,54,97,75,41,81
3940,Roobbie,37,71,30,87,55,82
3941,Sibeal,39,97,60,40,54,84
3942,Karina,76,36,77,57,39,65
3943,Dana,32,28,27,54,56,64
3944,Anitra,87,92,66,84,38,78
3945,Franni,58,98,42,51,86,44
3946,Bearnard,52,94,42,69,70,77
3947,Benedict,71,58,40,55,91,87
3948,Torrin,70,72,88,94,36,73
3949,Britta,69,61,63,71,95,74
3950,Bertha,45,80,50,40,73,84
3951,Merilee,72,27,28,65,98,100
3952,Graham,56,36,65,52,38,79
3953,Torrence,42,99,94,91,65,45
3954,Aviva,32,33,52,53,98,57
3955,Abdel,32,88,73,75,71,52
3956,Pennie,54,67,61,51,45,81
3957,Patricio,98,75,44,80,46,47
3958,Forrest,88,97,67,96,42,80
3959,Arlette,98,86,95,65,71,40
3960,Andonis,33,48,35,77,95,27
3961,Cobbie,56,47,64,96,82,34
3962,Mika,61,87,55,47,47,46
3963,Blondelle,42,33,75,62,57,83
3964,Aubrie,38,92,90,68,37,40
3965,Adair,73,70,90,92,64,65
3966,Sheppard,72,56,89,61,50,58
3967,Hazel,68,63,85,52,33,44
3968,Jaquelin,56,59,49,45,42,64
3969,Kip,90,44,62,31,48,72
3970,Allie,52,65,96,41,32,66
3971,Agace,93,32,32,34,79,55
3972,Maiga,36,53,29,27,83,65
3973,Zechariah,80,60,69,67,48,63
3974,Avraham,27,63,59,32,75,30
3975,Maryanne,60,69,53,84,66,32
3976,Iago,73,46,68,70,69,92
3977,Ede,56,99,46,93,48,55
3978,Ware,66,29,42,97,40,49
3979,Willdon,83,84,45,57,59,45
3980,Eleanore,38,32,87,52,31,29
3981,Danielle,58,50,52,69,27,60
3982,Diamond,69,91,92,39,79,56
3983,Florry,99,80,63,100,31,55
3984,Langston,75,34,41,87,86,32
3985,Thedrick,72,71,76,41,43,47
3986,Talia,92,45,92,37,48,53
3987,Amabel,86,90,73,42,37,57
3988,Jonas,82,32,42,99,70,87
3989,Laraine,61,35,55,44,59,33
3990,Lex,60,31,41,41,89,90
3991,Shanan,73,49,42,88,58,99
3992,Menard,33,45,98,50,68,83
3993,Quincy,77,55,73,51,39,56
3994,Mallory,41,75,33,90,45,71
3995,Hunter,83,68,69,37,36,58
3996,Anthea,84,43,33,29,29,43
3997,Nady,76,91,56,67,88,56
3998,Beverlee,46,63,29,49,43,39
3999,Sara-Ann,47,100,49,89,69,44
4000,Carolyne,31,30,84,29,54,65
4001,Orrin,51,59,100,63,29,83
4002,Lynnell,58,93,29,68,62,49
4003,Delly,65,57,45,34,37,100
4004,Kimberli,91,83,64,53,32,92
4005,Britni,37,35,82,52,96,48
4006,Cecelia,87,63,89,84,70,65
4007,Maxwell,52,69,80,32,27,93
4008,Bambie,43,97,66,94,94,27
4009,Filia,42,46,36,39,44,84
4010,Kylen,70,33,42,96,89,34
4011,Rozelle,91,54,55,58,46,75
4012,Alia,70,54,57,82,56,68
4013,Barbee,71,59,97,99,72,85
4014,Roxie,28,54,35,71,47,42
4015,Rawley,37,36,72,37,75,83
4016,Fred,75,99,79,92,27,68
4017,Augusto,32,29,55,68,47,91
4018,Allene,99,30,28,81,35,48
4019,Winny,95,40,36,37,99,83
4020,Marta,56,43,63,85,64,70
4021,Karil,71,79,92,92,78,35
4022,Patrizia,66,65,59,33,87,90
4023,Sari,76,35,98,61,58,61
4024,Karlotte,51,64,66,85,70,93
4025,Malia,83,39,39,76,74,74
4026,Ninetta,27,72,30,69,58,32
4027,Sully,55,98,64,33,40,68
4028,Berry,44,60,100,43,76,49
4029,Barde,77,72,83,31,98,54
4030,Briteny,96,46,32,55,93,88
4031,Angus,97,57,45,27,82,68
4032,Patel,86,32,75,60,57,60
4033,Koralle,83,41,86,70,98,55
4034,Lucy,45,44,38,36,46,50
4035,Harriette,97,58,90,68,82,47
4036,Husein,36,79,59,29,48,52
4037,Berry,40,79,27,54,89,91
4038,Devina,40,31,95,72,51,86
4039,Royal,87,86,84,59,73,58
4040,Marina,48,61,71,27,50,51
4041,Antoinette,91,91,37,82,39,71
4042,Sada,34,84,76,77,85,79
4043,Clementine,78,39,74,33,44,73
4044,Filia,85,49,86,86,89,63
4045,Annabel,29,33,74,29,47,64
4046,Maxim,74,70,33,100,73,27
4047,Lillis,83,87,82,92,98,37
4048,Tandi,83,72,78,77,29,49
4049,Valentina,66,33,88,69,27,53
4050,Deb,32,65,84,94,87,100
4051,Fancie,36,91,44,97,63,87
4052,Cammy,51,93,54,67,94,72
4053,Dyan,70,78,45,64,54,38
4054,Goddart,66,31,83,55,97,46
4055,Celinka,82,85,49,89,76,85
4056,Guillermo,99,83,99,70,75,68
4057,Betteann,81,70,83,80,92,34
4058,Pauly,87,36,82,67,44,48
4059,Keeley,99,38,50,68,71,90
4060,Tobie,43,63,46,99,38,58
4061,Stevana,54,79,63,27,82,40
4062,Ansley,87,93,72,78,81,28
4063,Nunzio,58,39,96,37,28,28
4064,Trudie,30,82,98,34,74,69
4065,Purcell,28,40,64,91,37,44
4066,Wylie,64,41,95,29,90,89
4067,Germana,47,92,90,77,85,60
4068,Krissie,58,59,100,48,66,78
4069,Madelle,81,37,34,98,51,54
4070,Devinne,40,89,48,44,68,95
4071,Vijay,42,59,57,64,89,82
